485	111
486	110
487	134
488	127
489	128
490	126
491	125
492	115
493	99
494	110
495	131
496	101
497	96
498	115
499	115
500	117
501	105
502	118
503	122
504	114
505	115
506	117
507	103
508	105
509	102
510	101
511	101
512	100
513	111
514	119
515	94
516	107
517	94
518	98
519	100
520	86
521	104
522	120
523	99
524	109
525	95
526	88
527	119
528	107
529	113
530	101
531	100
546	99
547	82
548	82
549	88
550	87
551	77
552	100
553	93
554	88
555	98
556	76
557	83
558	87
532	96
533	120
534	93
535	109
536	85
537	87
538	74
539	98
540	115
541	95
542	99
543	99
544	90
545	114
559	91
560	93
561	97
562	84
563	99
564	76
565	93
566	83
567	73
568	80
569	95
570	88
571	85
572	82
586	83
587	82
588	71
589	92
590	85
591	76
573	86
574	79
575	90
576	70
577	86
578	90
579	93
580	83
581	75
592	94
593	77
594	82
595	67
596	72
597	78
598	82
599	83
582	80
583	77
584	85
585	66
614	70
615	83
616	67
617	67
618	69
619	74
620	75
621	80
622	65
623	71
624	65
625	83
626	80
600	75
601	94
602	80
603	74
604	82
605	69
606	54
607	82
608	93
609	65
610	60
611	67
612	70
613	67
627	78
628	80
629	78
630	74
631	74
632	63
633	83
634	52
635	72
636	77
637	68
638	61
639	72
640	75
654	65
655	67
656	61
657	65
658	60
659	90
660	70
661	69
662	49
663	70
664	67
665	65
666	65
667	67
668	63
669	70
670	56
671	45
672	56
673	56
674	59
675	54
676	58
677	58
678	62
679	71
680	79
681	65
641	75
642	70
643	53
644	58
645	56
646	72
647	73
648	70
649	69
650	69
651	68
652	46
653	62
695	75
696	65
697	58
698	58
699	45
700	47
701	61
702	57
703	59
704	62
705	53
706	43
707	63
708	58
709	43
710	51
711	50
712	45
713	50
714	56
715	62
716	47
717	56
718	60
719	52
720	41
721	59
682	70
683	53
684	78
685	48
686	60
687	58
688	48
689	59
690	51
691	54
692	66
693	52
694	58
722	51
723	38
724	53
725	48
726	49
727	52
728	54
729	57
730	39
731	52
732	52
733	43
734	56
750	41
751	54
752	50
753	49
754	38
755	47
756	42
757	50
758	49
759	50
760	49
761	48
762	61
735	58
736	49
737	42
738	48
739	42
740	51
741	50
742	46
743	47
744	47
745	48
746	49
747	48
748	39
749	48
777	39
778	35
779	48
780	42
781	53
782	39
783	46
784	54
785	31
786	40
787	37
788	43
789	50
763	50
764	50
765	41
766	37
767	52
768	52
769	57
770	52
771	37
772	41
773	40
774	47
775	33
776	50
790	40
791	41
792	48
793	30
794	46
795	41
796	33
797	38
798	41
799	47
800	37
801	46
802	49
803	32
804	37
805	46
806	45
807	51
808	35
809	45
810	38
811	39
812	35
813	39
814	34
815	32
816	36
817	48
818	29
819	37
820	41
821	42
822	38
823	43
824	40
825	46
826	40
827	51
828	41
829	48
830	35
831	33
832	34
833	27
834	35
835	41
836	37
837	50
838	37
839	42
840	33
841	31
842	29
843	33
844	36
845	35
846	38
847	36
848	32
849	47
850	32
851	38
852	39
853	35
854	44
855	34
856	30
857	35
858	29
859	36
860	35
861	35
862	42
863	31
864	40
865	28
866	31
867	33
868	45
869	25
870	37
871	33
872	38
873	36
874	31
875	37
876	40
877	29
878	30
879	28
880	26
881	33
882	36
883	33
884	30
885	36
886	30
887	24
888	32
889	24
890	29
891	41
892	41
893	39
894	26
895	27
896	30
897	23
898	30
899	37
900	33
901	35
902	33
903	32
904	39
905	37
906	35
907	26
908	27
909	26
910	38
911	35
912	38
913	32
914	40
915	17
916	30
917	24
918	34
919	32
920	40
921	21
922	27
923	21
924	24
925	26
926	25
927	26
928	27
929	26
930	32
931	27
932	20
933	38
934	37
935	21
936	30
937	28
938	21
939	32
940	24
941	27
942	39
943	32
944	25
945	26
946	25
947	25
948	24
949	23
950	25
951	20
952	26
953	33
954	22
955	24
956	28
957	24
958	24
959	35
960	39
961	18
962	38
963	31
964	24
965	25
966	34
967	27
968	31
969	23
970	24
971	23
972	13
973	21
974	23
975	28
976	24
977	27
978	19
979	29
980	22
981	23
982	25
983	23
984	20
985	16
986	35
987	22
988	25
989	27
990	14
991	21
992	23
993	25
994	23
995	34
996	22
997	26
998	27
999	22
1000	27
1001	29
1002	27
1003	27
1004	18
1005	27
1006	18
1007	14
1008	18
1009	25
1010	25
1011	27
1012	21
1013	19
1014	31
1015	22
1016	26
1017	23
1018	24
1019	23
1020	29
1021	31
1022	19
1023	22
1024	29
1025	29
1026	19
1027	26
1028	18
1029	21
1030	29
1031	23
1032	28
1033	18
1034	23
1035	25
1036	24
1037	23
1038	19
1039	16
1040	16
1041	13
1042	33
1043	13
1044	17
1045	21
1046	20
1047	15
1048	20
1049	26
1050	24
1051	17
1052	26
1053	17
1054	22
1055	21
1056	14
1057	16
1058	15
1059	24
1060	24
1061	21
1076	21
1077	16
1078	26
1079	17
1080	24
1081	22
1082	14
1083	23
1084	18
1085	16
1086	22
1087	23
1088	18
1089	19
1062	15
1063	18
1064	17
1065	30
1066	23
1067	23
1068	22
1069	26
1070	27
1071	15
1072	15
1073	21
1074	20
1075	18
1090	11
1091	16
1092	24
1093	18
1094	17
1095	17
1096	26
1097	13
1098	15
1099	10
1100	18
1101	16
1102	17
1103	22
1104	22
1105	18
1106	19
1107	20
1108	10
1109	26
1110	28
1111	15
1112	13
1113	22
1114	16
1115	22
1116	12
1117	20
1118	25
1119	18
1120	7
1121	7
1122	8
1123	24
1124	16
1125	30
1126	15
1127	17
1128	12
1129	10
1130	15
1131	17
1132	27
1133	26
1134	16
1135	14
1136	19
1137	20
1138	9
1139	17
1140	13
1141	27
1142	20
1143	11
1144	18
1145	18
1146	16
1147	13
1148	16
1149	18
1150	20
1151	10
1152	18
1153	16
1154	17
1155	19
1156	14
1157	14
1158	20
1159	14
1160	16
1161	15
1162	12
1163	15
1164	17
1165	20
1166	25
1167	11
1168	16
1169	18
1170	14
1171	15
1172	17
1173	15
1174	14
1175	11
1176	18
1177	14
1178	12
1179	13
1180	21
1181	21
1182	15
1183	14
1184	15
1185	14
1186	15
1187	24
1188	13
1189	11
1190	17
1191	13
1192	13
1193	20
1194	19
1195	17
1196	25
1197	16
1198	14
1199	6
1200	16
1201	13
1202	12
1203	11
1204	25
1205	12
1206	16
1207	14
1208	16
1209	15
437	132
438	156
439	151
440	135
441	156
442	124
443	146
444	128
445	128
446	130
447	132
448	140
449	144
1239	17
1240	14
1241	16
1242	5
1243	8
1244	10
1245	17
1246	17
1247	13
1248	14
1249	14
1250	15
1251	8
1252	14
1226	22
1227	15
1228	11
1229	19
1230	9
1231	15
1232	18
1233	9
1234	8
1235	12
1236	5
1237	7
1238	11
1210	12
1211	21
1253	13
1254	15
1255	12
1256	15
1257	21
1258	11
1259	14
1260	14
1261	15
1262	12
1263	14
1264	12
1265	14
1266	10
1267	19
1268	15
1269	21
1270	14
1271	12
1272	16
1273	9
1274	14
1275	8
1276	12
1277	10
1278	15
1279	10
1280	13
1281	12
1282	13
1283	21
1284	10
1285	15
1286	13
1287	18
1288	12
1289	17
1290	12
1291	10
1294	12
1295	12
1296	18
1297	12
1298	14
1299	9
1300	12
1301	11
1302	13
1303	10
1304	17
1305	7
1306	5
1321	8
1322	12
1323	13
1324	10
1325	10
1326	13
1327	15
1328	13
1329	12
1330	18
1331	17
1332	11
1333	11
1334	11
1335	9
1336	12
1337	8
1338	6
1339	10
1340	11
1341	6
1342	7
1343	7
1344	11
1345	4
1346	11
1347	22
1348	10
1349	12
1350	11
1351	11
1352	7
1353	9
1354	13
1355	19
1356	10
1357	11
1358	9
1359	13
1360	10
1361	8
1362	8
1363	14
1364	8
1365	9
1366	10
1367	10
1368	8
1369	11
1370	12
1371	17
1372	11
1373	9
1374	10
1375	7
1376	11
1377	9
1378	19
1379	15
1380	11
1381	7
1382	2
1383	13
1384	10
1385	6
1386	5
1387	6
1388	9
1292	10
1293	15
1389	16
1390	14
1391	15
1392	8
1393	17
1394	8
1395	8
1396	8
1397	8
1398	14
1399	12
1400	11
1401	6
1402	15
1403	8
1404	10
1405	10
1406	17
1407	8
1408	13
1409	12
1410	5
1411	10
1412	7
1413	11
1414	9
1415	6
1416	7
1417	8
1418	13
1419	10
1420	12
1421	6
1422	7
1423	10
1424	7
1425	11
1426	8
1427	11
1428	10
1429	10
1212	14
1213	18
1214	22
1215	16
1216	16
1217	16
1218	25
1219	11
1220	17
1221	15
1222	11
1223	18
1224	9
1225	20
1430	9
1431	6
1432	6
1433	4
1434	10
1435	9
1436	12
1437	7
1438	7
1439	11
1440	5
1441	7
1442	7
1443	9
1444	6
1445	9
1446	10
1447	9
1448	9
1449	6
1450	6
1451	7
1452	6
1453	6
1454	9
1457	7
1307	5
1308	18
1309	15
1310	12
1311	11
1312	11
1313	9
1314	8
1315	13
1316	8
1317	8
1318	11
1319	9
1320	16
1455	10
1456	11
1458	14
1459	15
1460	8
1461	9
1462	8
1463	7
1464	7
1465	6
1466	17
1467	8
1468	13
1469	12
1470	11
1471	9
1472	6
1473	10
1474	4
1475	5
1476	8
1477	9
1478	7
1479	10
1480	2
1481	9
1482	7
1483	7
1484	8
1485	8
1486	4
1487	6
1488	11
1489	8
1490	8
1491	7
1492	3
1493	10
1494	8
1495	7
1496	8
1497	11
1498	8
1499	8
1500	8
1501	12
1502	8
1503	7
1504	8
1505	8
1506	8
1507	6
1508	7
1509	8
1510	9
1525	6
1526	5
1527	9
1528	7
1529	6
1530	13
1531	6
1532	9
1533	10
1534	10
1535	7
1536	9
1537	7
1511	4
1512	9
1513	10
1514	1
1515	6
1516	6
1517	8
1518	7
1519	10
1520	12
1521	9
1522	11
1523	9
1524	7
1538	9
1539	9
1540	10
1541	8
1542	7
1543	11
1544	12
1545	11
1546	12
1547	3
1548	5
1549	9
1550	4
1551	6
1566	7
1567	6
1568	11
1569	3
1570	6
1571	3
1572	6
1573	3
1574	7
1575	10
1576	4
1577	8
1578	5
1552	10
1553	3
1554	11
1555	8
1556	7
1557	7
1558	7
1559	8
1560	8
1561	7
1562	6
1563	6
1564	9
1565	14
1579	5
1580	3
1581	7
1582	4
1583	9
1584	6
1585	9
1586	3
1587	3
1588	5
1589	5
1590	5
1591	8
1592	5
1593	10
1594	4
1595	9
1596	7
1597	9
1598	6
1599	3
1600	8
1601	3
1602	4
1603	4
1604	6
1605	5
1606	7
1607	4
1608	9
1609	7
1610	7
1611	8
1612	5
1613	5
1614	8
1615	7
1616	8
1617	7
1618	4
1619	7
1634	5
1635	7
1636	10
1637	11
1638	6
1639	4
1640	8
1641	9
1642	6
1643	8
1644	12
1645	4
1646	4
1647	1
1648	13
1649	8
1650	7
1651	3
1652	5
1653	4
1654	7
1655	5
1656	6
1657	9
1658	9
1659	8
1660	6
1620	8
1621	4
1622	9
1623	5
1624	9
1625	5
1626	7
1627	6
1628	7
1629	7
1630	9
1631	1
1632	6
1633	3
1661	5
1662	8
1663	10
1664	6
1665	9
1666	11
1667	9
1668	5
1669	3
1670	4
1671	3
1672	5
1673	7
1674	6
1675	5
1676	7
1677	4
1678	5
1679	5
1680	6
1681	10
1682	6
1683	3
1684	5
1685	7
1686	8
1687	2
1702	6
1703	8
1704	10
1705	10
1706	7
1707	6
1708	9
1709	2
1710	9
1711	6
1712	5
1713	4
1714	4
1688	4
1689	4
1690	6
1691	11
1692	6
1693	10
1694	8
1695	5
1696	7
1697	3
1698	7
1699	4
1700	4
1701	3
1715	3
1716	2
1717	3
1718	4
1719	4
1720	5
1721	6
1722	4
1723	5
1724	5
1725	5
1726	7
1727	5
1728	5
1729	2
1730	3
1731	12
1732	7
1733	4
1734	6
1735	8
1736	7
1737	4
1738	4
1739	2
1740	5
1741	4
1756	5
1757	4
1758	4
1759	10
1760	2
1761	5
1762	5
1763	4
1764	3
1765	7
1766	2
1767	8
1768	4
1769	6
1770	7
1771	4
1772	4
1773	3
1774	9
1775	3
1776	4
1777	9
1778	6
1779	6
1780	8
1781	4
1782	3
1742	3
1743	7
1744	5
1745	5
1746	4
1747	3
1748	4
1749	3
1750	6
1751	6
1752	5
1753	6
1754	7
1755	2
1783	3
1784	5
1785	6
1786	5
1787	2
1788	5
1789	3
1790	9
1791	4
1792	4
1793	5
1794	7
1795	5
1796	4
1797	3
1798	7
1799	4
1800	1
1801	4
1802	3
1803	5
1804	6
1805	7
1806	5
1807	5
1808	8
1809	3
1810	4
1811	4
1812	5
1813	8
1814	5
1815	10
1816	11
1817	5
1818	7
1819	2
1820	10
1821	5
1822	7
1823	7
1838	2
1839	5
1840	7
1841	5
1842	4
1843	1
1844	6
1845	5
1846	4
1847	6
1848	2
1849	1
1850	3
1824	5
1825	5
1826	4
1827	9
1828	4
1829	10
1830	2
1831	7
1832	6
1833	3
1834	6
1835	5
1836	6
1837	4
1851	4
1852	5
1853	8
1854	5
1855	6
1856	4
1857	2
1858	5
1859	2
1860	2
1861	2
1862	3
1863	1
1864	8
1865	3
1866	5
1867	5
1868	3
1869	1
1870	5
1871	4
1872	7
1873	4
1874	4
1875	7
1876	6
1877	1
1892	3
1893	4
1894	3
1895	8
1896	8
1897	4
1898	2
1899	3
1900	4
1901	2
1902	6
1903	2
1904	2
1905	2
1906	4
1907	1
1908	4
1909	4
1910	4
1911	6
1912	3
1913	6
1914	1
1915	8
1916	5
1917	2
1918	1
1878	4
1879	2
1880	4
1881	3
1882	9
1883	4
1884	5
1885	4
1886	6
1887	4
1888	3
1889	4
1890	8
1891	2
